"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"3","0","0","1","9","31","3.444444","0.496904","31","3.444444","0.496904","34","3.777778","1.617802","5","0.555556","0.437445","9","1","0.666667","3","0.816497","10.333333","2.494438","3.472222","0.171234","10.333333","2.494438","3.472222","0.171234","11.333333","2.054805","3.888889","0.437445","1.666667","0.62361","0.541667","0.058926","3","1.632993","0.916667","0.311805","3","0.816497","10.333333","3.299832","3.388889","0.283279","10.333333","3.299832","3.388889","0.283279","11.333333","6.01849","3.555556","1.701488","1.666667","0.942809","0.583333","0.311805","3","1.632993","1.027778","0.501541","28","6","0.2143","74","2.6429","6.607432","9.3333","9.104334","3","1.632993","0.6091","0.315519","24.6667","24.458582","7","5","2.25","1","1","0","F"
"7","0.1429","0","0","34","56","1.647059","2.221319","41.857143","1.231092","1.085051","61.285714","1.802521","2.47566","48.357143","1.422269","2.014706","33.871429","0.996218","1.651509","6.8","2.638181","11.2","6.210327","1.616883","0.777083","8.371429","5.307369","1.273052","0.783418","12.257143","6.300891","1.748052","0.768022","9.671429","5.426616","1.525","0.648153","6.774286","4.759149","1.027305","0.647673","4.8571","0.832993","8","3.82717","1.693878","0.815122","5.979592","1.66148","1.270748","0.412844","8.755102","6.965854","1.819728","1.379587","6.908163","6.745122","1.392517","1.331651","4.838776","2.918072","1.026259","0.611988","103","55","0.534","4108","39.8835","62.076574","34.3333","42.897811","18.3333","22.395436","0.5921","0.112167","1369.3333","1674.553141","20.6","22.05085","11.6","1","1","0","A"
"7","0.1429","0","0","34","46.857143","1.378151","0.915552","30.571429","0.89916","0.677748","54.928572","1.615546","1.927817","24.714286","0.726891","1.382353","44.5","1.308824","1.971082","6.8","2.4","9.371429","2.311639","1.529054","0.565081","6.114286","1.798866","1.043061","0.490505","10.985714","2.147804","1.820761","0.69081","4.942857","1.70138","0.879573","0.498073","8.9","2.90095","1.504137","0.703704","4.8571","0.989743","6.693878","2.969896","1.335374","0.382902","4.367347","1.409272","0.910884","0.247537","7.846939","6.862289","1.503401","1.057856","3.530612","4.234878","0.612245","0.701121","6.357143","7.053833","1.188095","1.117926","17","6","0.3529","273","16.0588","15.244944","8.5","2.5","3.5","2.5","0.3561","0.1894","136.5","136.5","8.5","2.5","3.5","1","1","0","F"
"6","0.1667","0","0","29","106.857143","3.684729","4.642512","72.714286","2.507389","1.795092","78","2.689655","3.934058","38.714286","1.334975","1.821395","34.357143","1.184729","1.552107","5.8","2.481935","21.371429","13.127196","3.91","2.523472","14.542857","7.941315","2.605714","1.287383","15.6","10.688311","3.004286","2.317034","7.742857","5.624582","1.51","0.886493","6.871429","3.491798","1.181429","0.648005","4.8333","0.372678","17.809524","14.29349","3.705952","2.871536","12.119048","5.978656","2.505952","1.178639","13","12.397608","2.657143","2.454373","6.452381","2.450068","1.365476","0.587083","5.72619","3.773434","1.214286","0.814912","68","55","0.8088","3139","46.1618","46.177602","13.6","6.374951","11.6","5.161395","0.8867","0.135238","627.8","242.343888","13.6","7.144228","11.2","1","1","0","A"
"3","0.3333","1","1","13","40.428572","3.10989","2.128977","27","2.076923","1.434981","26.285714","2.021978","0.84265","18.571429","1.428571","1.434981","23.857143","1.835165","2.205426","2.6","1.356466","8.085714","4.467205","3.054286","0.683592","5.4","3.874985","1.951429","0.904664","5.257143","3.47281","1.94","0.928743","3.714286","3.296256","1.342857","0.603392","4.771429","2.753254","1.731429","0.545063","4.3333","1.699673","13.476191","7.183061","3.065079","0.700074","9","4.482771","2.088889","0.457165","8.761905","2.960817","2.093651","0.186479","6.190476","5.026912","1.234921","0.676585","7.952381","5.100798","1.907937","0.804572","44","23","0.5227","995","22.6136","25.212024","14.6667","7.717225","8","4.082483","0.61193333","0.175965","331.6667","209.781368","11","7.968689","6.25","2","2","0","A"
"4","0","0","1","11","25.428571","2.311688","2.489648","9.285714","0.844156","0","13.5","1.227273","1.635101","8.6","0.781818","2.287046","5.142857","0.467532","0.449977","2.75","1.47902","6.357143","4.639559","2.835714","2.428015","2.321429","1.588784","0.857143","0.247436","3.375","2.678036","1.725","1.458381","2.15","3.666402","1.0675","1.837435","1.285714","1.006357","0.428571","0.374575","3.6667","0.471405","8.47619","3.542422","2.253968","0.759317","3.095238","0.471405","0.84127","0.022448","4.5","2.005944","1.232143","0.489907","2.866667","3.63807","0.716667","0.909518","1.714286","1.320946","0.434524","0.323516","36","30","0.8333","943","26.1944","19.640971","12","7.348469","10.6667","6.548961","0.9127","0.068284","314.3333","252.748008","6","8.144528","5.1667","3","1","2","F"
"4","0.25","0","1","14","19.607143","1.40051","1.186257","12.857143","0.918367","0.410326","41","2.928571","2.520326","13.857143","0.989796","2.408531","8.285714","0.591837","1.097307","2.8","1.720465","3.921429","3.298608","1.341667","0.484388","2.571429","1.758942","0.914286","0.114286","8.2","5.019635","2.961905","1.310225","2.771429","2.346687","1.238095","1.187329","1.657143","1.279668","0.780952","0.673166","4.6667","1.247219","6.535714","2.565635","1.419841","0.382736","4.285714","1.205148","0.913492","0.025372","13.666667","6.02301","2.820635","0.907484","4.619048","2.425301","1.049206","0.492427","2.761905","3.905923","0.460317","0.650987","233","63","0.2704","3966","17.0215","11.455248","77.6667","72.499808","21.6667","12.552114","0.47583333","0.211601","1322","1176.421693","58.25","57.919664","15.75","1","1","0","F"
"4","0","0","1","13","38.142857","2.934066","1.526879","28.857143","2.21978","1.384615","49.285714","3.791209","2.796871","26.571429","2.043956","3.151031","13.571429","1.043956","0.821314","2.6","0.489898","7.628571","3.04872","3.014286","1.182219","5.771429","2.21055","2.266667","0.785122","9.857143","6.268157","3.771429","2.012467","5.314286","3.219076","2.180952","1.349359","2.714286","1.222243","1.080952","0.553611","4.3333","1.247219","12.714286","3.551372","2.940476","0.025717","9.619048","1.852864","2.293651","0.36074","16.428571","2.757797","4.134921","1.274248","8.857143","7.079721","2.190476","1.793159","4.52381","1.517845","1.083333","0.376587","40","13","0.325","1790","44.75","64.133357","8","6.870226","3.2","3.487119","0.58384","0.362096","358","411.843174","10","5.612486","3.25","2","1","1","F"
"5","0.2","1","0","23","23.571429","1.024845","0.61947","28.071429","1.220497","1.111463","44.071429","1.916149","1.251747","9.857143","0.428571","1.150327","16","0.695652","0.583322","4.6","0.8","4.714286","2.683662","0.980952","0.49378","5.614286","3.334605","1.157143","0.624598","8.814286","5.623856","1.814286","1.064914","1.971429","1.078169","0.424762","0.200281","3.2","1.835256","0.662857","0.3397","4.6","0.8","4.714286","1.695131","1.00381","0.265685","5.614286","2.558539","1.199048","0.448372","8.814286","3.758962","1.82381","0.648753","1.971429","2.300665","0.52381","0.654474","3.2","1.483515","0.708571","0.299333","30","29","0.9667","1059","35.3","29.595214","7.5","4.330127","7.25","4.023369","0.980775","0.033299","264.75","195.536921","10","7.788881","9.6667","4","3","1","F"
"5","0.2","1","0","29","38.571429","1.330049","0.637698","31.571429","1.08867","0.675721","24.428572","0.842365","0.856881","9.285714","0.320197","0.597756","14.714286","0.507389","0.558685","5.8","1.16619","7.714286","4.879779","1.300714","0.726637","6.314286","4.165358","1.04881","0.587354","4.885714","2.604","0.834286","0.435056","1.857143","1.278551","0.305714","0.173464","2.942857","1.772465","0.506905","0.301347","5.8","0.748331","7.714286","1.944117","1.348435","0.363851","6.314286","1.722362","1.097007","0.283857","4.885714","1.341337","0.875374","0.294825","1.857143","1.583074","0.335238","0.299002","2.942857","1.286032","0.512517","0.25524","30","28","0.9333","985","32.8333","23.217929","15","14","14","13","0.9655","0.0345","492.5","465.5","7.5","7.088723","7","1","1","0","A"
"5","0","0","0","25","73.428572","2.937143","2.121697","67.142858","2.685714","1.886796","47.714286","1.908571","1.716275","16.214286","0.648571","1.154816","33.071429","1.322857","1.96","5","1.549193","14.685714","6.741677","3.259286","1.778295","13.428572","6.397066","2.98","1.733072","9.542857","4.931076","2.025","1.102386","3.242857","2.491455","0.790714","0.634025","6.614286","3.642045","1.507143","0.899731","5","1.549193","14.685714","9.306307","2.656191","1.321781","13.428572","7.965743","2.455238","1.098334","9.542857","6.020645","1.757143","0.829365","3.242857","2.737346","0.568095","0.468484","6.614286","7.430439","1.133333","1.214855","99","63","0.6364","2398","24.2222","15.732971","24.75","11.388042","16.5","14.044572","0.53525","0.309825","599.5","393.896877","19.8","21.329791","12.6","4","3","1","F"
"6","0","0","0","21","44.357143","2.112245","1.094202","40","1.904762","1.174174","33.714286","1.605442","1.116258","26.285714","1.314286","1.593738","8.428571","0.401361","0.641533","4.2","0.979796","8.871429","5.803658","1.978571","1.038554","8","5.459311","1.771429","0.998905","6.742857","3.735817","1.591667","0.870706","5.257143","3.770346","1.17381","0.82381","1.685714","0.857857","0.384524","0.182014","5.25","0.829156","11.089286","2.04626","2.10744","0.194835","10","2.366863","1.877976","0.199271","8.428571","2.53496","1.597024","0.355306","6.571429","4.14901","1.400595","1.019187","2.107143","1.467766","0.409821","0.251214","15","14","0.9333","527","35.1333","20.632876","7.5","4.5","7","4","0.95835","0.04165","263.5","175.5","5","2.160247","4.6667","3","2","1","F"
"4","0.25","1","0","18","41.571429","2.309524","2.833333","36.142857","2.007937","0.931281","44.285714","2.460317","3.374285","58.357143","3.242064","3.579024","14.571429","0.809524","0.600925","3.6","1.019804","8.314286","4.320242","2.140952","0.779683","7.228571","4.613733","1.852857","0.860987","8.857143","8.037159","2.190952","1.474592","11.671429","8.012185","2.913095","1.795669","2.914286","1.475238","0.795714","0.313297","4.5","0.866025","10.392857","0.991674","2.388095","0.435519","9.035714","3.889251","1.92619","0.622386","11.071429","5.805082","2.747619","1.80353","14.589286","9.135931","3.679762","2.75678","3.642857","0.798596","0.804762","0.039555","32","17","0.5313","867","27.0938","31.447734","10.6667","6.128259","6.3333","3.091206","0.63133333","0.096106","289","69.296465","8","7.035624","4.5","2","1","1","F"
"5","0.6","1","0","30","31.714286","1.057143","0.657436","33.428572","1.114286","0.715697","23.671429","0.789048","0.851463","35.842857","1.194762","1.513866","20.385714","0.679524","0.768866","6","1.549193","6.342857","4.523724","0.987937","0.510117","6.685714","5.064804","1.029841","0.555726","4.734286","3.029913","0.746984","0.354726","7.168571","3.831187","1.204698","0.609057","4.077143","3.471394","0.624571","0.382248","6","0.632456","6.342857","1.640309","1.041224","0.163977","6.685714","1.944957","1.094558","0.237963","4.734286","1.401445","0.817755","0.301536","7.168571","4.718288","1.179524","0.704697","4.077143","2.310607","0.682925","0.384416","48","36","0.75","1158","24.125","13.794058","9.6","16.218508","7.4","11.825396","0.94762","0.10476","231.6","393.589939","12","8.689074","9.5","1","1","0","A"
"7","0.1429","0","0","37","53.214286","1.438224","1.053707","39.142857","1.057915","0.555535","58.357143","1.57722","4.767494","30.285714","0.818533","1.304597","28.714286","0.776062","1.064055","7.4","1.356466","10.642857","3.772619","1.444444","0.510978","7.828571","2.835129","1.069841","0.399275","11.671429","6.570745","1.477778","0.636455","6.057143","4.310973","0.912698","0.688933","5.742857","1.986485","0.788889","0.321388","5.2857","1.160577","7.602041","3.381017","1.44983","0.576401","5.591837","1.952316","1.033163","0.213951","8.336735","5.141257","1.511905","0.764001","4.326531","3.785591","0.835034","0.695339","4.102041","2.422819","0.85034","0.540806","46","12","0.2609","345","7.5","9.025929","23","5","6.5","3.5","0.2619","0.0952","172.5","105.5","15.3333","4.714045","4.6667","0","0","0","A"
"6","0.1667","0","0","31","52.928572","1.707373","0.74648","51.928572","1.675115","0.731697","41.5","1.33871","1.091305","10","0.322581","0.722393","11.071429","0.357143","0.634181","6.2","1.720465","10.585714","4.940751","1.729535","0.746624","10.385714","4.669615","1.707313","0.741533","8.3","3.76135","1.353197","0.559157","2","1.180626","0.340431","0.203735","2.214286","1.228904","0.3539","0.184574","5.1667","0.687184","8.821429","1.400771","1.717063","0.230631","8.654762","1.631126","1.675397","0.23696","6.916667","1.553149","1.338889","0.255246","1.666667","1.683588","0.35","0.414028","1.845238","1.536637","0.370238","0.311252","32","11","0.3438","570","17.8125","16.610308","6.4","7.337575","2.6","2.727636","0.44286","0.071589","114","92.785775","6.4","2.416609","2.6","0","0","0","A"
"7","0.1429","0","0","36","90.857143","2.52381","1.394987","85.285714","2.369048","1.479542","92.214286","2.561508","6.439219","102.928572","2.859127","8.443748","28.428571","0.789683","1.201529","7.2","2.56125","18.171429","13.257697","2.35013","1.185993","17.057143","13.301404","2.184416","1.170861","18.442857","17.720817","2.450433","2.394869","20.585714","15.777044","2.449307","1.356651","5.685714","4.304388","0.718182","0.431876","5.1429","0.832993","12.979592","3.576265","2.548639","0.685927","12.183673","3.089259","2.40068","0.615034","13.173469","16.675511","2.598639","3.360502","14.704082","20.937239","2.977381","4.206209","4.061224","4.293094","0.77619","0.862703","163","79","0.4847","5219","32.0184","39.090813","40.75","59.671497","20.5","26.358111","0.7743","0.202805","1304.75","2068.64755","23.2857","12.417894","11.7143","0","0","0","A"
"6","0.1667","0","0","32","52.285714","1.633929","1.100426","42.785714","1.337054","0.92055","37.714286","1.178571","0.901388","29.285714","0.915179","1.588226","25.214286","0.787946","0.667134","6.4","1.854724","10.457143","6.345431","1.585476","0.717233","8.557143","5.638497","1.298492","0.689092","7.542857","4.392387","1.146349","0.539042","5.857143","4.429954","0.865317","0.52188","5.042857","3.209552","0.759365","0.3811","5.3333","0.745356","8.714286","4.328114","1.557639","0.69915","7.130952","2.975071","1.2875","0.436746","6.285714","2.554175","1.154365","0.427159","4.880952","4.258179","0.874603","0.804356","4.202381","2.840552","0.74127","0.501145","6","2","0.3333","148","24.6667","17.913372","2","0.816497","1.3333","0.471405","0.72223333","0.207867","49.3333","44.582009","6","0","2","0","0","0","A"
"7","0.1429","0","0","35","46.000001","1.314286","1.115384","49.428572","1.412245","1.097678","62.071429","1.773469","2.251802","14.428572","0.412245","1.064645","26.714286","0.763265","0.755389","7","2.097618","9.2","4.641077","1.391515","0.759456","9.885714","4.989295","1.504935","0.798157","12.414286","8.122581","1.874762","1.301933","2.885714","0.672492","0.44987","0.164959","5.342857","2.245358","0.831775","0.415175","5.8333","0.372678","7.666667","1.854699","1.325397","0.348213","8.238095","0.456746","1.420635","0.149746","10.345238","6.308726","1.755952","1.030335","2.404762","1.877936","0.423016","0.335034","4.452381","1.98149","0.757143","0.318535","29","16","0.5517","525","18.1034","15.54159","9.6667","8.178563","5.3333","5.436502","0.59523333","0.340608","175","180.238731","9.6667","2.867442","5.3333","0","0","0","A"
