"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process class"
"3","0","0","1","13","46.5","3.576923","0.873678","42.5","3.269231","0.846154","40","3.076923","1.806464","13","1","1.091928","14.5","1.115385","0.788227","2.6","1.019804","9.3","4.04475","3.45","0.595352","8.5","3.605551","3.183333","0.409607","8","4.393177","3.066667","1.143095","2.6","2.817801","0.858333","0.929307","2.9","1.280625","1.25","0.67082","4.3333","0.471405","15.5","2.12132","3.591667","0.478859","14.166667","1.178511","3.291667","0.328084","13.333333","5.572751","3.058333","1.28717","4.333333","1.885618","1.033333","0.510446","4.833333","1.433721","1.125","0.36799","316","128","0.4051","8849","28.0032","52.876229","39.5","28.275431","17.125","15.455076","0.5006","0.231345","1106.125","1148.68658","52.6667","36.169355","22","5","3","2","F"
"7","0.1429","0","0","65","166.785714","2.565934","2.135637","121.071429","1.862637","1.466469","140.571429","2.162637","2.11593","351.785715","5.412088","8.764385","113.228571","1.741978","2.043188","6.5","2.418677","16.678571","10.723199","2.476364","1.158288","12.107143","8.118086","1.834513","1.039286","14.057143","10.714514","1.939156","0.816105","35.178571","31.145302","5.475357","3.826188","11.322857","7.842348","1.66138","0.836332","9.2857","1.277753","23.826531","8.209702","2.528592","0.654774","17.295918","3.615328","1.856627","0.225325","20.081633","12.427717","2.057612","1.056999","50.255102","36.631286","5.174124","3.451065","16.17551","10.19239","1.748691","1.129622","268","184","0.6866","14261","53.2127","80.273341","33.5","33.365401","23.375","21.254044","0.7486875","0.154858","1782.625","1468.932515","38.2857","35.08241","27","3","1","2","A"
"7","0.1429","0","0","69","163.428571","2.36853","1.684311","118.642857","1.719462","1.554344","143.142857","2.074534","1.939892","185.142857","2.68323","3.742219","115.714286","1.677019","1.580175","6.9","2.256103","16.342857","7.095328","2.479571","1.032892","11.864286","5.870755","1.888234","1.143106","14.314286","4.983872","2.168923","0.555403","18.514286","15.730148","2.761724","2.004499","11.571429","3.804535","1.766136","0.491061","9.8571","0.989743","23.346939","7.628054","2.333586","0.624479","16.94898","4.438553","1.719269","0.411481","20.44898","15.740734","1.994779","1.367161","26.44898","20.076592","2.592971","1.775191","16.530612","10.702705","1.609954","0.9161","226","176","0.7788","7115","31.4823","23.004273","32.2857","20.519776","26.1429","19.357011","0.67714286","0.247743","1016.4286","781.484093","37.6667","48.681505","29.5","4","3","1","F"
"7","0.1429","0","0","68","186.5","2.742647","3.615337","156.142857","2.296218","3.615285","145.214286","2.135504","3.653598","148.285714","2.180672","3.568776","114.285714","1.680672","3.014383","6.8","1.249","18.65","9.894569","2.86381","1.732192","15.614286","9.969402","2.442834","1.763742","14.521429","12.770104","2.018617","1.356815","14.828571","10.387158","2.427574","1.83625","11.428571","7.402427","1.775828","1.296696","9.7143","1.749636","26.642857","8.948101","2.908561","1.372661","22.306122","7.490588","2.452823","1.291085","20.744898","11.410947","2.062881","1.001049","21.183673","10.71135","2.372648","1.423758","16.326531","9.751045","1.889213","1.483812","191","128","0.6702","9604","50.2827","43.242209","27.2857","14.329932","19","12.409674","0.70405714","0.303238","1372","1382.875885","31.8333","28.073811","22","2","0","2","A"
"6","0.1667","0","0","54","122.285714","2.26455","1.481366","118.285714","2.190476","1.483679","75.071429","1.390212","1.314978","109.142857","2.021164","3.902358","28.785714","0.533069","0.72038","5.4","1.56205","12.228571","7.450709","2.187063","1.295983","11.828571","7.405128","2.117619","1.319619","7.507143","4.765249","1.346071","0.801305","10.914286","11.383339","2.361389","2.755768","2.878571","1.817727","0.531508","0.265746","9","1.632993","20.380952","5.927233","2.22356","0.321294","19.714286","5.576768","2.150328","0.307422","12.511905","3.912395","1.391964","0.304066","18.190476","11.34783","2.263618","1.74914","4.797619","4.180131","0.583108","0.577249","129","100","0.7752","11367","88.1163","146.981285","12.9","11.802118","10.3","10.545615","0.69911","0.264503","1136.7","1375.028149","21.5","13.175103","17","2","2","0","A"
"7","0.1429","0","0","67","237.571429","3.545842","1.82685","213.142857","3.181237","1.992943","147.928571","2.207889","4.896228","303.071429","4.523454","7.364677","58.5","0.873134","1.012013","6.7","2.002498","23.757143","11.794161","3.416017","1.313636","21.314286","12.06425","3.028398","1.315268","14.792857","13.307105","2.084899","1.722697","30.307143","18.070668","4.202114","2.098381","5.85","3.457239","0.817662","0.340689","9.5714","1.293626","33.938776","5.786713","3.623815","0.872513","30.44898","5.342731","3.240363","0.723988","21.132653","18.698873","2.39077","2.435391","43.295918","44.439306","4.955641","5.698963","8.357143","5.420913","0.93013","0.715567","330","205","0.6212","18702","56.6727","53.812882","33","42.336745","21.3","21.340337","0.81455","0.195378","1870.2","2260.912418","47.1429","20.635812","29.7143","1","0","1","A"
"6","0.1667","0","0","58","263.857143","4.549261","3.746461","218.857143","3.773399","2.326756","153","2.637931","3.090634","195.285714","3.366995","3.57163","106.071429","1.828818","1.673946","5.8","2.315167","26.385714","12.637658","4.48873","1.465547","21.885714","9.971551","3.731429","0.837739","15.3","9.413288","2.69746","1.670419","19.528571","12.904049","3.615556","2.198028","10.607143","6.006226","1.709524","0.669322","9.6667","0.942809","43.97619","22.679431","4.559349","2.254697","36.47619","12.732108","3.770713","1.222832","25.5","17.168978","2.621471","1.69639","32.547619","8.564051","3.384879","0.84785","17.678571","8.763886","1.881235","1.047309","245","209","0.8531","10340","42.2041","35.720331","24.5","19.734488","21.7","17.675124","0.88987","0.102695","1034","716.647473","49","22.925968","42","2","1","1","A"
"6","0.1667","0","0","56","106.178571","1.896046","1.045053","92.642857","1.654337","1.687075","74.357143","1.327806","0.939793","168.571429","3.010204","3.544182","67.571429","1.206633","1.398227","5.6","1.74356","10.617857","5.134965","1.836548","0.481418","9.264286","5.563919","1.633294","0.909556","7.435714","4.450688","1.235317","0.497301","16.857143","14.02796","3.177897","2.648049","6.757143","4.096439","1.20123","0.742862","9.3333","1.490712","17.696429","8.534189","1.824325","0.778478","15.440476","8.614418","1.548022","0.724021","12.392857","4.755546","1.297499","0.4468","28.095238","13.759268","2.854265","1.045941","11.261905","7.720199","1.137452","0.746584","11","6","0.5455","252","22.9091","14.067723","1.8333","0.687184","1.3333","0.471405","0.77778333","0.229059","42","32.578111","11","0","6","2","1","1","A"
"3","0.3333","1","1","26","90.285714","3.472527","1.813819","68.285714","2.626374","1.291758","54.428571","2.093407","0.982841","102.857143","3.956044","5.624334","55.857143","2.148352","1.752851","2.6","1.019804","9.028571","4.161927","3.629524","1.185174","6.828571","3.131668","2.66619","0.837894","5.442857","2.766011","2.117619","0.726308","10.285714","9.056512","4.111905","3.367681","5.585714","3.329797","2.158571","0.927594","8.6667","3.299832","30.095238","14.013275","3.448052","0.692241","22.761905","9.802355","2.569264","0.28632","18.142857","6.327781","2.225108","0.480851","34.285714","26.870058","3.351732","2.191428","18.619048","8.963519","2.321429","0.82565","136","92","0.6765","5161","37.9485","41.528042","17","11.521719","12","8.845903","0.758375","0.208995","645.125","558.844441","27.2","21.544373","19","5","3","2","A"
"4","0","0","1","25","63.857143","2.554286","2.063977","28.928571","1.157143","0.904212","27.4","1.096","1.265079","28.442857","1.137714","2.001903","15.042857","0.601714","0.880672","2.7778","1.314684","7.095238","4.486437","2.954101","2.104016","3.214286","3.026714","1.222884","0.927032","3.044444","2.075444","1.31713","1.047963","3.160317","3.79773","1.294418","1.517062","1.671429","1.775099","0.64127","0.675929","8.3333","0.471405","21.285714","1.68224","2.559524","0.224145","9.642857","1.279083","1.152447","0.086843","9.133333","2.48988","1.115675","0.347973","9.480952","2.533861","1.157275","0.354967","5.014286","1.886147","0.59418","0.202922","132","111","0.8409","9081","68.7955","114.474143","14.6667","15.092309","12.6667","11.935009","0.93284444","0.081219","1009","1429.578959","22","13.228757","18.8333","4","1","3","F"
"4","0.25","0","1","24","45.642857","1.901786","1.774017","31.928571","1.330357","1.185671","65.178571","2.715774","2.541816","37","1.541667","2.31803","19.5","0.8125","1.248437","2.4","1.356466","4.564286","3.419959","2.182143","1.668012","3.192857","1.883887","1.596429","1.294661","6.517857","6.449475","2.558929","2.060013","3.7","2.685144","1.85","1.254879","1.95","1.45688","1.041667","0.817559","8","2.44949","15.214286","6.343552","1.93888","0.566508","10.642857","3.737564","1.349351","0.254698","21.72619","9.3696","2.650758","0.891333","12.333333","1.785556","1.786472","0.850825","6.5","6.794606","0.705682","0.573192","360","119","0.3306","6362","17.6722","21.055174","45","53.193045","16","11.124298","0.57875","0.252315","795.25","842.07018","90","81.526069","29.75","2","2","0","F"
"4","0","0","1","28","111.571429","3.984694","2.041346","77.142857","2.755102","1.662921","103.428571","3.693878","2.325546","108.571429","3.877551","4.26782","36.714286","1.311224","1.08032","2.8","0.6","11.157143","5.392531","4.094048","1.869089","7.714286","3.801181","2.838095","1.401036","10.342857","5.020041","3.780952","1.804781","10.857143","7.428571","4.085714","2.729951","3.671429","1.309385","1.332143","0.441423","9.3333","1.247219","37.190476","5.12342","3.989839","0.220646","25.714286","2.13809","2.774411","0.163958","34.47619","1.458418","3.74032","0.353199","36.190476","14.98949","4.139069","1.987406","12.238095","5.01743","1.376924","0.619499","105","74","0.7048","5202","49.5429","64.570379","10.5","7.800641","7.8","7.277362","0.77682","0.321687","520.2","370.242029","21","13.696715","15","4","2","2","F"
"7","0.1429","0","0","56","148.285714","2.647959","1.451161","140.714286","2.512755","1.180059","127.5","2.276786","2.253523","121.214286","2.164541","3.599078","73.5","1.3125","1.324532","6.2222","2.199888","16.47619","8.315491","2.687205","0.983261","15.634921","7.547915","2.487109","0.74438","14.166667","9.672412","2.081217","1.002541","13.468254","11.660208","2.290091","1.85457","8.166667","3.439961","1.313107","0.341463","9.3333","0.745356","24.714286","2.816376","2.660053","0.324225","23.452381","3.092031","2.521825","0.323584","21.25","8.799133","2.31918","1.032944","20.202381","7.056432","2.124041","0.621635","12.25","5.599251","1.327679","0.628777","345","321","0.9304","24802","71.8899","57.170881","43.125","35.208087","40.5","35.507042","0.8363125","0.281572","3100.25","2699.949155","57.5","42.196959","53.6667","1","1","0","A"
"5","0.2","0","0","42","92.571429","2.204082","1.153718","70.714286","1.683673","0.949101","60.928571","1.45068","1.008819","57.142857","1.360544","1.434907","24.785714","0.590136","0.664217","4.6667","0.816497","10.285714","3.885551","2.154762","0.577378","7.857143","2.879279","1.653175","0.477964","6.769841","3.539344","1.418386","0.603511","6.349206","3.458278","1.337302","0.571565","2.753968","0.859198","0.588492","0.156182","8.4","1.854724","18.514286","8.673958","2.101905","0.684613","14.142857","4.33213","1.654762","0.284537","12.185714","6.778056","1.327976","0.60739","11.428571","2.211288","1.483651","0.589941","4.957143","5.155065","0.522937","0.534842","49","26","0.5306","8429","172.0204","325.478454","9.8","10.998182","5.4","4.841487","0.63032","0.203679","1685.8","1516.100841","12.25","6.905614","6.75","2","2","0","A"
"5","0.2","1","0","39","54.857143","1.406593","0.763655","58.142857","1.490842","1.038857","79.678571","2.04304","1.233204","55.857143","1.432234","1.715172","33.142857","0.849817","0.572203","4.3333","1.333333","6.095238","2.727204","1.470899","0.494201","6.460317","3.290905","1.536508","0.573097","8.853175","3.974352","2.22619","0.936862","6.206349","5.42914","1.478307","1.042818","3.68254","1.314109","0.869841","0.180757","7.8","0.979796","10.971429","3.113696","1.382341","0.296626","11.628571","4.809514","1.49881","0.591181","15.935714","6.648554","1.965179","0.681411","11.171429","3.282172","1.447024","0.413167","6.628571","1.774191","0.865476","0.251993","87","79","0.908","4026","46.2759","68.139595","9.6667","12.337837","9.1111","11.826941","0.93073333","0.154523","447.3333","587.246872","17.4","24.532428","16","6","5","1","F"
"5","0.6","1","0","47","113.857143","2.422492","1.930199","96.785714","2.059271","1.833062","107.285714","2.282675","1.817873","70.857143","1.507599","2.15304","49.5","1.053191","1.090101","4.7","2.1","11.385714","7.93521","2.10881","0.972185","9.678571","7.025555","1.805714","0.940331","10.728571","8.260417","1.937937","0.992068","7.085714","4.220069","1.59381","0.814338","4.95","4.215744","0.9775","0.508156","9.4","0.8","22.771429","7.082372","2.45974","0.850119","19.357143","5.747404","2.090765","0.694445","21.457143","9.087062","2.328139","1.061385","14.171429","4.232431","1.497258","0.399544","9.9","5.805276","1.044012","0.615929","168","155","0.9226","6290","37.4405","28.462946","16.8","14.73635","15.5","13.380957","0.96061","0.075273","629","554.281156","33.6","28.883213","31","3","2","1","A"
"5","0.2","1","0","44","68.714286","1.561688","0.714013","59.214286","1.345779","0.695599","45.928571","1.043831","0.926746","31.428571","0.714286","1.263358","22.857143","0.519481","0.541653","5.5","1","8.589286","3.495214","1.539732","0.509531","7.401786","3.199557","1.316815","0.446364","5.741071","3.042207","1.023214","0.476056","3.928571","3.400368","0.735714","0.689979","2.857143","1.497021","0.50997","0.24742","8.8","0.748331","13.742857","2.929651","1.566032","0.330701","11.842857","3.091925","1.346587","0.320631","9.185714","3.480441","1.068651","0.451097","6.285714","5.590809","0.731905","0.667784","4.571429","2.373321","0.523016","0.299188","175","162","0.9257","10900","62.2857","45.647576","29.1667","30.035627","27.1667","29.582746","0.89506667","0.129783","1816.6667","2284.375237","35","27.589853","32.4","2","2","0","A"
"5","0","0","0","44","185.571429","4.217532","2.046591","162.285714","3.688312","1.619547","105.285714","2.392857","1.802632","105.714286","2.402597","4.026898","77.5","1.761364","1.702992","4.8889","1.196703","20.619048","5.164966","4.290476","0.901449","18.031746","5.488817","3.748016","0.991467","11.698413","6.388657","2.339683","0.873507","11.746032","9.39521","2.543651","1.864312","8.611111","2.874966","1.840278","0.692364","8.8","1.469694","37.114286","14.495925","4.148889","1.18035","32.457143","9.92447","3.646349","0.724835","21.057143","10.287738","2.294286","0.862121","21.142857","4.730492","2.53127","0.935883","15.5","9.618647","1.742381","1.024543","244","194","0.7951","9546","39.123","35.862003","24.4","11.253444","19.8","12.3677","0.76786","0.281309","954.6","681.186641","48.8","45.061735","38.8","6","5","1","F"
"6","0","0","0","31","89.285714","2.880184","1.141179","77.285714","2.493088","1.072793","57.5","1.854839","1.345204","69.071429","2.302381","1.932543","19.428571","0.626728","0.584664","3.4444","1.571348","9.920635","5.048455","2.824339","0.892248","8.587302","4.713778","2.433598","0.710684","6.388889","3.864207","1.648148","1.109741","7.674603","5.474856","2.372751","1.172245","2.15873","1.189894","0.641138","0.234272","7.75","0.829156","22.321429","3.071636","2.903522","0.48178","19.321429","2.956099","2.490575","0.263625","14.375","2.328492","1.852183","0.213464","17.267857","4.196201","2.308036","0.760699","4.857143","2.010813","0.653522","0.286805","87","78","0.8966","3797","43.6437","32.10757","12.4286","7.442295","11.1429","6.28896","0.92675714","0.088619","542.4286","439.125708","17.4","8.957678","15.6","6","4","2","F"
