"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"6","0.1667","0","0","21","32.428572","1.544218","0.699854","30.428572","1.44898","2.555506","19.571429","0.931973","1.096273","113.285715","5.394558","3.783243","28.642857","1.363946","2.068005","4.2","1.720465","6.485714","3.75755","1.43619","0.691179","6.085714","7.149483","1.244286","1.435813","3.914286","2.365742","0.806667","0.35088","22.657143","14.21514","4.64381","2.80884","5.728571","5.37386","1.231667","0.995253","3.5","0.763763","5.404762","2.583854","1.50754","0.530015","5.071429","4.923047","1.47619","1.531972","3.261905","1.510545","0.955952","0.495928","18.880953","11.143595","5.312698","2.550594","4.77381","3.93623","1.425794","1.338292","3","2","0.6667","74","24.6667","5.18545","1.5","0.5","1","0","0.75","0.25","37","5","3","0","2","1","0","1","A"
"3","0.3333","1","1","11","27.428572","2.493507","1.542778","27.857143","2.532468","1.542778","21.714286","1.974026","0.792527","50.857143","4.623377","5.648082","21.285714","1.935065","1.164204","2.75","0.433013","6.857143","2.327739","2.428571","0.580288","6.964286","2.605675","2.440476","0.686256","5.428571","2.695423","1.880952","0.803549","12.714286","6.603184","4.52381","1.99347","5.321429","2.497703","1.869048","0.726386","3.6667","0.471405","9.142857","4.142036","2.543651","1.106239","9.285714","4.151879","2.59127","1.131739","7.238095","0.587087","2.007937","0.301378","16.952381","14.685054","4.40873","3.551643","7.095238","1.553286","2.015873","0.681131","46","39","0.8478","2377","51.6739","51.8887","15.3333","11.469767","13.3333","11.440668","0.86986667","0.161064","792.3333","704.063602","15.3333","9.809293","13","1","0","1","A"
"5","0.2","0","0","17","37.285715","2.193277","1.191086","31.142857","1.831933","1.028992","16.857143","0.991597","0.947588","32.714286","1.92437","1.756845","11.142857","0.655462","0.748701","4.25","1.47902","9.321429","2.857812","2.324405","0.631703","7.785714","2.576384","1.935119","0.556999","4.214286","0.852667","1.154464","0.522415","8.178571","3.508554","1.921429","0.638597","2.785714","0.798596","0.726786","0.233013","3.4","0.489898","7.457143","4.011616","2.12381","0.994617","6.228571","2.936887","1.816667","0.825803","3.371429","3.029919","0.902381","0.740717","6.542857","2.440141","2.004762","0.921665","2.228571","2.118143","0.619048","0.584571","2","1","0.5","78","39","0","2","0","1","0","0.5","0","78","0","2","0","1","1","1","0","A"
"5","0.2","1","0","19","23.857143","1.255639","0.892412","19.928572","1.048872","0.830512","28.214286","1.484962","1.058536","45.357143","2.387218","1.564849","15.571429","0.819549","0.552005","4.75","0.433013","5.964286","1.654077","1.236607","0.268432","4.982143","1.253948","1.033929","0.193344","7.053571","0.850233","1.498214","0.223628","11.339286","2.816848","2.349107","0.424162","3.892857","0.731053","0.816071","0.110469","3.8","0.4","4.771429","1.88138","1.221429","0.425225","3.985714","2.301464","1.008333","0.558695","5.642857","3.523681","1.467857","0.851949","9.071429","1.64627","2.396429","0.385052","3.114286","1.703298","0.778571","0.425825","50","46","0.92","2673","53.46","84.280297","16.6667","18.624953","15.3333","18.153665","0.81783333","0.225542","891","817.171137","12.5","16.039015","11.5","1","1","0","F"
"5","0.6","1","0","19","38","2","1.962248","35.571429","1.87218","2.038412","30.285715","1.593985","1.2388","59.142857","3.112782","2.679563","18.071429","0.951128","0.524998","4.75","0.829156","9.5","4.153312","1.966667","0.736829","8.892857","5.102395","1.832143","0.974529","7.571429","2.116505","1.574405","0.270473","14.785714","5.195661","3.155952","1.065442","4.517857","1.445767","0.96756","0.289503","3.8","0.4","7.6","3.598639","2.138095","1.353537","7.114286","3.694894","2.016667","1.390599","6.057143","2.559656","1.619048","0.682175","11.828571","6.167988","3.240476","1.852427","3.614286","1.177684","0.944048","0.263136","89","87","0.9775","3342","37.5506","28.443917","29.6667","12.03698","29","11.575837","0.98233333","0.012609","1114","478.503918","29.6667","20.885934","29","2","1","1","A"
"5","0","0","0","19","85.571429","4.503759","1.916541","66.857143","3.518797","1.100868","28.642857","1.507519","1.65685","107.142858","5.639098","4.800162","40.285715","2.120301","1.126365","4.75","0.433013","21.392857","4.829094","4.466071","0.747536","16.714286","2.430146","3.517857","0.371617","7.160714","1.447531","1.507143","0.256646","26.785714","11.196073","5.619643","2.147859","10.071429","2.893518","2.089286","0.479197","3.8","0.4","17.114286","5.589641","4.538095","1.421957","13.371429","3.088623","3.538095","0.766112","5.728571","3.61019","1.454762","0.875899","21.428572","10.831549","5.883333","3.332971","8.057143","1.524226","2.17381","0.606447","92","86","0.9348","4868","52.913","37.713927","30.6667","4.784233","28.6667","5.436502","0.9292","0.039856","1622.6667","622.984394","18.4","17.327435","17.2","2","2","0","F"
"6","0","0","0","9","23.214286","2.579365","1.300522","17.857143","1.984127","0.816497","10.571429","1.174603","1.563472","30.5","3.388889","1.535586","5.857143","0.650794","0.41574","3","1.632993","7.738095","3.689631","2.880952","0.965974","5.952381","2.116773","2.301587","0.583644","3.52381","2.857936","1.015873","0.976158","10.166667","3.704352","4.055556","1.376612","1.952381","0.758923","0.746032","0.183743","2.25","0.433013","5.803571","2.345956","2.5625","0.963086","4.464286","2.195485","1.892857","0.549814","2.642857","1.071429","1.279762","0.600542","7.625","3.825724","3.247024","1.12061","1.464286","0.433013","0.660714","0.210533","26","25","0.9615","1006","38.6923","21.143774","8.6667","3.299832","8.3333","3.399346","0.95833333","0.058926","335.3333","177.861994","8.6667","1.699673","8.3333","1","0","1","F"
"4","0.25","1","0","6","22.857143","3.809524","2.687419","22.857143","3.809524","2.687419","15.142857","2.52381","3.543382","35.642857","5.940476","4.337338","9.285714","1.547619","0.372678","2","0.816497","7.619048","3.67809","3.873016","1.512025","7.619048","3.67809","3.873016","1.512025","5.047619","5.690825","2.404762","2.910416","11.880952","6.330558","5.93254","2.699422","3.095238","0.935566","1.642857","0.254216","2","0.816497","7.619048","1.823256","5.071429","3.488075","7.619048","1.823256","5.071429","3.488075","5.047619","4.083038","4.190476","4.239967","11.880952","2.455269","7.940476","5.123005","3.095238","1.25808","1.611111","0.320816","103","71","0.6893","5765","55.9709","40.125884","34.3333","20.072092","24","13.366625","0.70443333","0.046005","1921.6667","1154.013383","25.75","26.98495","17.75","2","2","0","F"
"6","0.5","1","0","18","36.75","2.041667","1.983001","27.75","1.541667","1.202572","16.5","0.916667","1.709857","80","4.444444","6.011306","10.5","0.583333","0.946485","6","0.816497","12.25","3.285067","2.056349","0.52251","9.25","2.66927","1.524603","0.282457","5.5","2.160247","0.884921","0.272223","26.666667","12.552114","4.274603","1.829655","3.5","2.27303","0.542857","0.298978","3","0","6.125","5.52598","2.041667","1.841993","4.625","2.482229","1.541667","0.82741","2.75","4.616546","0.916667","1.538849","13.333333","11.070481","4.444444","3.69016","1.75","1.952562","0.583333","0.650854","175","162","0.9257","11041","63.0914","50.622103","87.5","39.5","81.5","36.5","0.9333","0.0042","5520.5","2437.5","29.1667","23.77265","27","1","1","0","A"
"5","0.4","0","0","13","19.5","1.5","0.85485","22","1.692308","1.474638","14","1.076923","1.439099","115","8.846154","9.773167","12.5","0.961538","1.420476","4.3333","2.054805","6.5","3.937004","1.446429","0.243539","7.333333","5.104464","1.565476","0.389142","4.666667","4.496913","0.857143","0.505076","38.333333","38.125524","6.880952","4.432538","4.166667","4.478343","0.75","0.540062","2.6","0.489898","3.9","1.496663","1.533333","0.627163","4.4","2.57682","1.7","0.896908","2.8","3.187475","1.2","1.528979","23","16.804761","8.466667","5.479659","2.5","2.48998","0.916667","0.813087","155","151","0.9742","9871","63.6839","47.82748","77.5","3.5","76","3","0.9809","0.0056","4935.5","283.5","31","25.41653","30.2","2","1","1","F"
"7","0","0","0","38","105.5","2.776316","1.665033","108.5","2.855263","1.7126","54.5","1.434211","2.065287","149","3.921053","2.868904","47","1.236842","1.897841","19","4","52.75","1.25","2.919565","0.680435","54.25","0.75","2.996377","0.67029","27.25","5.25","1.439855","0.026812","74.5","15.5","3.923188","0.010145","23.5","6.5","1.369565","0.630435","5.4286","1.678191","15.071429","3.931817","2.986395","1.069337","15.5","4.698024","3.085034","1.231527","7.785714","10.703328","1.371429","1.756323","21.285714","12.668457","3.904762","1.690692","6.714286","8.729495","1.187075","1.414925","106","63","0.5943","3205","30.2358","39.34836","35.3333","21.913973","21.6667","13.474255","0.7225","0.210952","1068.3333","551.60755","17.6667","14.208761","10.8333","0","0","0","F"
"7","0.2857","0","0","33","98","2.969697","1.753522","52","1.575758","0.749962","80.5","2.439394","2.627816","143.5","4.348485","6.959281","31.5","0.954545","0.721569","16.5","6.5","49","20","2.95","0.05","26","9","1.61087","0.08913","40.25","20.25","2.315217","0.315217","71.75","14.75","4.730435","0.969565","15.75","4.75","0.995652","0.104348","4.7143","1.829464","14","7.483315","2.805442","1.123303","7.428571","3.849198","1.486395","0.52711","11.5","12.267844","2.094558","2.182781","20.5","19.039433","6.312925","9.193886","4.5","3.55568","0.87415","0.57717","27","26","0.963","689","25.5185","12.317919","9","1.632993","9","1.632993","1","0","229.6667","54.051416","9","8.524475","8.6667","0","0","0","A"
"6","0","0","0","35","156","4.457143","3.101547","142","4.057143","2.70389","126.5","3.614286","3.503235","162.5","4.642857","2.837432","31.5","0.9","1.319091","17.5","8.5","78","38","4.452991","0.008547","71","36","4.002137","0.113248","63.25","27.75","3.722222","0.222222","81.25","44.25","4.469017","0.357906","15.75","10.25","0.805556","0.194444","5.8333","1.462494","26","16.319722","4.269841","2.369603","23.666667","13.11064","3.911111","1.759601","21.083333","18.610966","3.265079","2.558103","27.083333","11.777155","4.77619","1.894396","5.25","7.733854","0.834127","1.096033","79","78","0.9873","4672","59.1392","58.074098","26.3333","4.027682","26.3333","4.027682","1","0","1557.3333","334.72609","13.1667","6.229411","13","0","0","0","A"
"6","0","0","0","37","151.5","4.094595","2.670757","68","1.837838","1.635973","39","1.054054","0.733225","196","5.297297","4.11894","40","1.081081","0.775586","18.5","3.5","75.75","13.75","4.100758","0.032576","34","13","1.768182","0.368182","19.5","5.5","1.034848","0.101515","98","8","5.409091","0.590909","20","2.5","1.094697","0.07197","6.1667","0.897527","25.25","5.956439","4.127778","0.893592","11.333333","5.120764","1.82619","0.800443","6.5","1.892969","1.069048","0.322872","32.666667","10.918893","5.444444","1.853033","6.666667","2.748737","1.054762","0.360311","136","123","0.9044","10126","74.4559","53.450344","45.3333","7.039571","41","7.788881","0.8996","0.060045","3375.3333","921.21526","27.2","15.171025","24.6","0","0","0","A"
"6","0","0","0","30","55","1.833333","1.714319","47","1.566667","1.745152","57","1.9","2.343075","131","4.366667","4.070081","17.5","0.583333","0.659335","15","4","27.5","10.5","1.772727","0.227273","23.5","12.5","1.447368","0.447368","28.5","2.5","2.093301","0.72488","65.5","40.5","3.925837","1.65311","8.75","2.75","0.575359","0.029904","5","1.632993","9.166667","7.033649","1.804762","1.121517","7.833333","5.669117","1.636508","1.159879","9.5","10.673175","1.788889","2.03967","21.833333","16.657497","3.934921","2.413382","2.916667","3.321855","0.53254","0.441861","6","3","0.5","79","13.1667","4.179979","6","0","3","0","0.5","0","79","0","6","0","3","0","0","0","F"
"3","0","0","1","16","65.5","4.09375","2.279109","19","1.1875","1.01358","24.5","1.53125","0.833268","48","3","2.371708","17","1.0625","1.248437","8","2","32.75","11.75","3.975","0.475","9.5","4.5","1.116667","0.283333","12.25","1.5","1.583333","0.208333","24","16","2.666667","1.333333","8.5","4.5","0.983333","0.316667","5.3333","1.247219","21.833333","14.085059","3.990476","2.185491","6.333333","3.399346","1.354762","0.987685","8.166667","5.169354","1.464286","0.700461","16","6.164414","3.259524","1.793225","5.666667","4.496913","1.27619","1.218973","127","52","0.4094","3064","24.126","51.20516","42.3333","14.079141","18","5.715476","0.42623333","0.024957","1021.3333","679.019064","21.1667","15.57152","9.1667","0","0","0","F"
"6","0.1667","0","0","27","158.57143","5.873016","5.665577","125.000001","4.62963","3.014824","47.714286","1.767196","2.244334","138.857144","5.142857","4.883836","81.142858","3.005291","5.226817","5.4","2.244994","31.714286","16.638534","6.509977","3.909146","25","11.9823","5.07483","2.629801","9.542857","4.116071","1.880839","0.854961","27.771429","12.47973","5.763152","3.146256","16.228572","13.650028","3.402381","3.452105","4.5","0.5","26.428572","13.84511","5.752381","2.597378","20.833334","7.494858","4.54881","1.314599","7.952381","5.903226","1.770238","1.23163","23.142857","14.320196","5.004762","2.716912","13.52381","13.296122","2.916667","2.756543","141","125","0.8865","5904","41.8723","31.270917","47","20.049938","42.6667","16.977109","0.92173333","0.048931","1968","515.726672","28.2","13.120976","25","0","0","0","A"
"4","0","0","1","8","11.928572","1.491071","1.69443","4.214286","0.526786","0.966227","7.221429","0.902679","0.997321","15.314286","1.914286","1.79635","3.242857","0.405357","0.698995","2","1.224745","2.982143","1.690591","1.700893","1.009156","1.053571","0.661197","0.647321","0.642904","1.805357","1.135977","0.964732","0.488647","3.828571","3.625153","1.747321","0.645053","0.810714","0.414455","0.610714","0.468838","2.6667","0.471405","3.976191","2.246943","1.380952","0.675956","1.404762","0.948205","0.52381","0.301796","2.407143","0.838427","0.969048","0.446694","5.104762","4.170537","1.812698","1.31427","1.080952","0.824484","0.360317","0.274828","44","42","0.9545","3316","75.3636","47.886747","14.6667","9.030811","14","8.602325","0.96583333","0.025847","1105.3333","623.34385","8.8","4.955805","8.4","0","0","0","F"
"4","0.25","0","1","9","4.5","0.5","1.658312","4.571429","0.507937","1.396645","9.142857","1.015873","1.204416","19.428572","2.15873","3.20108","1.714286","0.190476","0.942809","2.25","0.433013","1.125","1.243734","0.5625","0.621867","1.142857","0.920293","0.529762","0.472118","2.285714","1.629605","1.017857","0.788348","4.857143","3.441938","2.428571","1.720969","0.428571","0.742308","0.214286","0.371154","3","0","1.5","2.12132","0.5","0.707107","1.52381","1.102461","0.507937","0.367487","3.047619","2.450415","1.015873","0.816805","6.476191","5.982211","2.15873","1.99407","0.571429","0.808122","0.190476","0.269374","44","26","0.5909","1133","25.75","48.034611","14.6667","13.123346","9","5.887841","0.79673333","0.205511","377.6667","173.770602","14.6667","10.624918","8.6667","0","0","0","F"
"4","0","0","1","13","35.571429","2.736264","1.942974","25.714286","1.978022","1.336781","37.857143","2.912088","2.266295","39.571429","3.043956","7.985934","16","1.230769","1.273303","2.6","1.019804","7.114286","3.616741","2.621429","0.522748","5.142857","2.364706","1.966667","0.814495","7.571429","4.713853","2.771429","1.656472","7.914286","3.139739","3.714286","2.568649","3.2","1.286032","1.235714","0.183565","4.3333","0.471405","11.857143","2.828427","2.7","0.33335","8.571429","0.996593","1.997619","0.306413","12.619048","8.136868","2.759524","1.502609","13.190476","8.815828","3.228572","2.275812","5.333333","2.126392","1.283333","0.588158","45","41","0.9111","2069","45.9778","50.47221","15","9.092121","14","8.286535","0.94966667","0.035609","689.6667","206.275436","15","9.273618","14","0","0","0","F"
