"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade "
"3","0.3333","1","1","8","25.428572","3.178571","1.053269","19.857143","2.482143","0.5","10.428571","1.303571","1.111024","58.857143","7.357143","6.142831","11.857143","1.482143","0.780625","2","0.707107","6.357143","3.712225","3.077381","1.186347","4.964286","3.12066","2.321429","0.97219","2.607143","1.562883","1.321429","0.704396","14.714286","12.382921","6.196429","4.099333","2.964286","1.588784","1.458333","0.62483","4","0","12.714286","1.857143","3.178571","0.464286","9.928571","0.928571","2.482143","0.232143","5.214286","2.785714","1.303571","0.696429","29.428571","19.857143","7.357143","4.964286","5.928571","1.5","1.482143","0.375","78","52","0.6667","2783","35.6795","34.711815","19.5","10.59481","13.5","5.722762","0.746675","0.150985","695.75","381.91123","19.5","14.39618","13.5","2","1","1","A"
"4","0","0","1","8","24.071429","3.008929","1.529655","14.285714","1.785714","1.118034","7.678571","0.959821","0.440835","7.385714","0.923214","1.257912","6.857143","0.857143","1.322876","2.6667","1.247219","8.02381","5.187089","2.829365","0.671632","4.761905","4.420628","1.56746","0.873539","2.559524","1.879068","0.809524","0.337978","2.461905","2.548211","0.939683","0.646829","2.285714","2.649605","0.785714","0.614452","2.6667","0.471405","8.02381","1.069575","3.063492","0.405151","4.761905","0.55123","1.809524","0.140187","2.559524","1.026988","0.964286","0.316914","2.461905","1.045647","0.87619","0.271136","2.285714","1.26168","0.984127","0.727739","79","63","0.7975","6507","82.3671","142.935958","19.75","18.308127","16","13.6565","0.8827","0.092545","1626.75","1866.268252","15.8","7.807689","12.8","2","0","2","F"
"4","0.25","0","1","7","16.964286","2.423469","2.300732","12.214286","1.744898","1.662921","8.25","1.178571","1.875595","12.142857","1.734694","1.979487","8.928571","1.27551","1.432138","1.75","0.433013","4.241071","2.294261","2.870536","2.079087","3.053571","1.188138","2.151786","1.65569","2.0625","1.900318","1.28125","1.036666","3.035714","1.941425","1.892857","1.162224","2.232143","1.349012","1.366071","0.764476","2.3333","1.247219","5.654762","4.99288","2.142857","0.892619","4.071429","2.880264","1.678571","0.431537","2.75","1.876955","1.035714","0.744024","4.047619","1.793159","1.904762","0.474999","2.97619","2.963688","1.107143","0.639542","166","78","0.4699","2823","17.006","16.182505","41.5","11.280514","20.5","8.046738","0.476875","0.095489","705.75","219.782136","41.5","39.984372","19.5","1","1","0","F"
"4","0","0","1","10","45.285715","4.528571","1.75784","30.142857","3.014286","1.813836","26.428572","2.642857","2.457641","55.714286","5.571429","4.833218","11.857143","1.185714","1.356466","2.5","0.5","11.321429","7.342478","4.392857","2.188502","7.535714","5.528567","2.916667","1.699465","6.607143","2.981876","2.720238","1.105846","13.928572","7.72387","5.505952","2.610667","2.964286","1.75945","1.142857","0.505076","3.3333","0.471405","15.095238","1.634381","4.555556","0.316666","10.047619","1.592215","3.079365","0.698052","8.809524","2.45873","2.599206","0.3869","18.571429","9.017745","5.384921","2.175508","3.952381","2.795364","1.150794","0.834429","52","42","0.8077","3142","60.4231","75.395456","13","4.636809","10.5","2.95804","0.86235","0.196542","785.5","269.178844","10.4","8.639444","8.4","1","0","1","F"
"7","0.1429","0","0","15","25.571429","1.704762","0.632456","23.285715","1.552381","0.4","10","0.666667","2.416609","22.714286","1.514286","1.651935","9.357143","0.62381","0.767391","5","2.160247","8.52381","3.108762","2.153061","1.095629","7.761905","3.607123","1.806122","0.743195","3.333333","1.326513","0.736961","0.21385","7.571429","2.04374","1.756236","0.574218","3.119048","0.825473","0.777211","0.363078","2.5","0.5","4.261905","1.904911","1.662698","0.493996","3.880952","1.161797","1.535714","0.228683","1.666667","1.391585","0.730159","0.679812","3.785714","2.029963","1.416667","0.568735","1.559524","0.835456","0.646825","0.3343","160","152","0.95","12669","79.1813","65.088101","40","25.739075","38","27.395255","0.90475","0.164978","3167.25","2138.224073","32","22.351734","30.4","1","1","0","A"
"5","0.2","0","0","14","17","1.214286","1.069045","14.714286","1.05102","0.971534","10.714286","0.765306","0.901388","16.571429","1.183673","1.279748","4.642857","0.331633","0.549814","4.6667","0.942809","5.666667","2.368539","1.313492","0.687482","4.904762","2.895771","1.146825","0.786095","3.571429","1.166424","0.833333","0.366929","5.52381","1.750931","1.261905","0.541896","1.547619","0.496016","0.363095","0.15726","2.8","0.748331","3.4","2.157852","1.164286","0.645076","2.942857","1.526902","1.021429","0.433072","2.142857","1.939914","0.659524","0.60822","3.314286","1.070571","1.283333","0.646918","0.928571","1.15529","0.265476","0.325146","45","24","0.5333","8179","181.7556","337.850141","15","11.575837","8.3333","4.189935","0.7172","0.224213","2726.3333","1059.570458","11.25","6.417749","6.25","2","2","0","A"
"5","0.2","1","0","11","10.5","0.954545","0.906815","12.785715","1.162338","0.940371","14.142857","1.285714","1.164204","11.428572","1.038961","2.012359","5.285714","0.480519","0.668043","3.6667","1.885618","3.5","1.39362","1.233333","0.571468","4.261905","2.804475","1.385714","0.633208","4.714286","2.32993","2.009524","1.479167","3.809524","1.326513","1.295238","0.503232","1.761905","0.793968","0.619048","0.293544","2.2","0.4","2.1","0.884792","0.926191","0.239093","2.557143","1.10509","1.154762","0.472606","2.828571","2.342857","1.166667","0.691707","2.285714","1.132092","1.019048","0.452606","1.057143","0.582745","0.471429","0.245781","63","57","0.9048","2592","41.1429","51.300811","15.75","16.299923","15","15.508062","0.96915","0.032669","648","789.877206","15.75","19.979677","14.5","2","2","0","F"
"5","0.6","1","0","13","13.714286","1.054945","0.877058","13.857143","1.065934","0.997037","13.142857","1.010989","1.206491","15.428572","1.186813","1.367415","6.071429","0.467033","0.36891","3.25","1.920286","3.428572","2.099563","1.02381","0.757053","3.464286","2.295459","1.044643","0.797547","3.285714","2.287945","0.931548","0.660493","3.857143","1.859888","1.425595","0.911487","1.517857","0.408378","0.630952","0.280078","2.6","0.8","2.742857","1.027777","1.042857","0.209956","2.771429","1.055984","1.085714","0.407581","2.628571","0.642698","1.085714","0.29761","3.085714","2.092942","1.1","0.565325","1.214286","0.960442","0.414286","0.210199","81","70","0.8642","3265","40.3086","28.264466","20.25","10.108783","17.5","6.576473","0.914775","0.102115","816.25","248.69899","16.2","10.4","14","2","2","0","A"
"5","0.2","1","0","10","7.857143","0.785714","0.640312","6.571429","0.657143","0.663325","3.928572","0.392857","0.95","4.642857","0.464286","2.095233","2.5","0.25","0.632456","5","0","3.928572","1.071429","0.785714","0.214286","3.285714","1","0.657143","0.2","1.964286","0.535714","0.392857","0.107143","2.321429","1.25","0.464286","0.25","1.25","0.535714","0.25","0.107143","2","0","1.571429","0.486554","0.785714","0.243277","1.314286","0.647759","0.657143","0.32388","0.785714","0.503052","0.392857","0.251526","0.928571","0.842736","0.464286","0.421368","0.5","0.635674","0.25","0.317837","165","153","0.9273","10510","63.697","46.516263","41.25","30.119553","38.5","30.3521","0.870375","0.147964","2627.5","2416.834965","33","25.71381","30.6","1","1","0","A"
"5","0","0","0","13","36.285715","2.791209","2.176393","33.285715","2.56044","1.227158","20.071429","1.543956","1.93611","29.642858","2.28022","2.685706","13.5","1.038462","1.634502","4.3333","0.471405","12.095238","3.540501","2.9","1.050235","11.095238","3.691014","2.671429","1.061109","6.690476","2.798404","1.608333","0.767319","9.880953","3.032888","2.322619","0.833097","4.5","1.64234","1.063095","0.447844","2.6","0.489898","7.257143","3.119589","2.769048","0.903997","6.657143","1.868864","2.569048","0.513778","4.014286","2.577137","1.440476","0.784704","5.928572","1.656157","2.288095","0.648843","2.7","1.235859","1.114286","0.679703","129","116","0.8992","5484","42.5116","38.393943","32.25","6.869316","29.25","7.154544","0.905375","0.093599","1371","451.962941","25.8","23.155129","23.2","2","2","0","F"
"6","0","0","0","10","15.571429","1.557143","0.813941","15.428572","1.542857","0.9","6.071429","0.607143","1.265899","14.285715","1.428571","1.813836","5","0.5","0.538516","3.3333","1.699673","5.190476","2.898119","1.992857","0.984281","5.142857","2.930023","1.983333","0.997213","2.02381","1.941608","0.482143","0.493797","4.761905","0.883202","2.090476","1.351257","1.666667","0.843812","0.647619","0.318443","2.5","0.5","3.892857","1.310768","1.547619","0.323407","3.857143","1.324803","1.535714","0.338606","1.517857","0.117097","0.636905","0.157373","3.571429","1.474269","1.410714","0.506022","1.25","0.665283","0.470238","0.198045","71","63","0.8873","3288","46.3099","34.561882","17.75","5.261891","15.75","4.205651","0.903075","0.099149","822","390.16535","14.2","6.734983","12.6","2","2","0","F"
"4","0.25","1","0","7","20.285715","2.897959","4.140393","11.714286","1.673469","0.880631","6.571429","0.938776","1.761261","20.571429","2.938776","3.416646","5.285714","0.755102","0.494872","3.5","0.5","10.142857","7","2.666667","1.619048","5.857143","2.714286","1.595238","0.547619","3.285714","2.428571","0.857143","0.571429","10.285715","5.428572","2.77381","1.154762","2.642857","0.928571","0.732143","0.160714","1.75","0.829156","5.071429","3.322005","3.982143","3.89871","2.928572","0.939496","1.839286","0.61523","1.642857","1.685775","0.970238","0.899322","5.142857","1.600383","4.065476","2.481415","1.321429","0.758456","0.732143","0.077837","104","71","0.6827","5968","57.3846","70.717655","26","20.92845","17.75","14.006695","0.711","0.137445","1492","1271.226376","20.8","21.793577","14.2","3","3","0","F"
"5","0.6","1","0","10","7.857143","0.785714","0.471699","7.142857","0.714286","0.65","4.428572","0.442857","1.135782","14.357143","1.435714","3.85965","4.785714","0.478571","0.472123","5","0","3.928572","1.785714","0.785714","0.357143","3.571429","1.428571","0.714286","0.285714","2.214286","0.071429","0.442857","0.014286","7.178572","1.464286","1.435714","0.292857","2.392857","1.25","0.478571","0.25","2","0.632456","1.571429","0.494872","0.852381","0.336178","1.428571","0.404061","0.828571","0.387562","0.885714","0.537568","0.485714","0.29761","2.871429","2.638955","1.345238","1.189047","0.957143","0.40305","0.583333","0.446325","153","132","0.8627","5345","34.9346","21.616283","38.25","2.487469","33.75","2.277608","0.8868","0.086909","1336.25","217.656122","38.25","35.294298","33.5","1","1","0","A"
"6","0.5","1","0","36","122.571429","3.404762","1.737832","99.857143","2.77381","1.358842","36.771429","1.021429","1.448871","168.271429","4.674206","4.84809","27.085714","0.752381","1.004926","6","0","20.428571","6.318098","3.404762","1.053016","16.642857","5.197952","2.77381","0.866325","6.128571","2.456631","1.021429","0.409438","28.045238","18.039922","4.674206","3.006654","4.514286","1.870465","0.752381","0.311744","6","0","20.428571","7.443552","3.404762","1.240592","16.642857","2.145237","2.77381","0.357539","6.128571","4.801608","1.021429","0.800268","28.045238","11.975288","4.674206","1.995881","4.514286","4.548118","0.752381","0.75802","253","202","0.7984","15139","59.8379","53.62969","50.6","44.884741","40.4","37.579782","0.87128","0.181232","3027.8","2245.58958","42.1667","45.212154","33.6667","4","4","0","A"
"5","0.4","0","0","22","38.642857","1.756494","1.23336","35.785714","1.626623","1.311307","9.928571","0.451299","0.801922","85.5","3.886364","6.91167","13.142857","0.597403","1.315829","3.6667","0.942809","6.440476","2.752679","1.756349","0.696329","5.964286","2.737603","1.609921","0.746052","1.654762","0.463675","0.505159","0.251058","14.25","14.781041","3.719444","3.744878","2.190476","2.52897","0.609127","0.626205","5.5","0.5","9.660714","3.413424","1.783929","0.725299","8.946429","2.261803","1.641071","0.471469","2.482143","1.209418","0.460714","0.238009","21.375","23.020032","4.104167","4.688911","3.285714","3.910021","0.632738","0.793662","75","69","0.92","7197","95.96","84.480915","15","13.401492","13.8","12.496399","0.85834","0.186041","1439.4","1341.840616","15","14.85934","13.8","4","3","1","F"
"5","0","0","0","29","111.285714","3.837438","3.108043","94.571429","3.261084","2.061481","51.214286","1.76601","2.094668","124.214286","4.283251","4.875867","60.571429","2.08867","1.709594","4.8333","1.067187","18.547619","8.822288","3.631349","1.336017","15.761905","8.158993","3.071032","1.36967","8.535714","4.904487","1.726984","0.742994","20.702381","16.746429","3.951984","3.130921","10.095238","5.018786","1.996032","0.850661","5.8","0.748331","22.257143","7.980793","4.071156","1.908782","18.914286","4.666511","3.405442","1.214708","10.242857","6.900695","1.793061","1.315289","24.842857","13.503016","4.585442","2.938579","12.114286","6.558621","2.183537","1.277006","612","530","0.866","21925","35.8252","20.621008","76.5","78.160092","66.375","69.517871","0.8443125","0.219428","2740.625","2808.40012","122.4","90.780174","106","3","3","0","A"
"5","0.2","0","0","29","94.285714","3.251232","1.099129","91.428571","3.152709","1.220125","59.428571","2.049261","1.91682","207.5","7.155172","5.008435","56.571429","1.950739","1.337291","4.8333","0.372678","15.714286","5.203348","3.234524","0.975782","15.238095","5.760921","3.122619","1.080977","9.904762","4.649385","2.030952","0.89391","34.583333","18.561647","7.191667","3.739699","9.428571","3.445395","1.969048","0.727049","5.8","0.4","18.857143","1.334013","3.280952","0.459567","18.285714","1.683049","3.185714","0.516486","11.885714","6.208224","2.013333","0.999471","41.5","10.095261","7.18619","1.739329","11.314286","3.95113","1.959048","0.668939","143","123","0.8601","8772","61.3427","64.987907","23.8333","14.746939","20.8333","12.171232","0.9204","0.098813","1462","834.380209","28.6","13.09351","24.6","3","2","1","F"
"7","0","0","0","5","11","2.2","0.4","11","2.2","0.4","4","0.8","0.748331","35","7","6.63325","8.5","1.7","1.777639","5","0","11","0","2.2","0","11","0","2.2","0","4","0","0.8","0","35","0","7","0","8.5","0","1.7","0","1","0","2.2","0.4","2.2","0.4","2.2","0.4","2.2","0.4","0.8","0.748331","0.8","0.748331","7","6.63325","7","6.63325","1.7","1.777639","1.7","1.777639","74","37","0.5","2253","30.4459","47.426513","37","29","19","11","0.72725","0.27275","1126.5","548.5","10.5714","16.774616","5.7143","0","0","0","F"
"7","0.2857","0","0","7","17.5","2.5","0.886405","8","1.142857","0.638877","10.5","1.5","1.439246","31.5","4.5","6.519202","4.5","0.642857","0.440315","7","0","17.5","0","2.5","0","8","0","1.142857","0","10.5","0","1.5","0","31.5","0","4.5","0","4.5","0","0.642857","0","1","0","2.5","0.886405","2.5","0.886405","1.142857","0.638877","1.142857","0.638877","1.5","1.439246","1.5","1.439246","4.5","6.519202","4.5","6.519202","0.642857","0.440315","0.642857","0.440315","52","44","0.8462","1574","30.2692","33.538219","17.3333","4.109609","14.6667","3.299832","0.85013333","0.0711","524.6667","114.84579","10.4","8.662563","8.8","0","0","0","A"
"6","0","0","0","6","12.5","2.083333","0.186339","11","1.833333","0.372678","15.5","2.583333","2.539958","31","5.166667","2.114763","4","0.666667","0.799305","6","0","12.5","0","2.083333","0","11","0","1.833333","0","15.5","0","2.583333","0","31","0","5.166667","0","4","0","0.666667","0","1","0","2.083333","0.186339","2.083333","0.186339","1.833333","0.372678","1.833333","0.372678","2.583333","2.539958","2.583333","2.539958","5.166667","2.114763","5.166667","2.114763","0.666667","0.799305","0.666667","0.799305","81","66","0.8148","4078","50.3457","57.985984","27","15.641824","22","10.984838","0.84693333","0.108953","1359.3333","790.826712","16.2","8.681014","13.4","0","0","0","A"
